"","LabID","Age","Error","Material","Taxa","d13C","Method","Longitude","Latitude","LocAccuracy","Period","SiteID","SiteName","Country","Province","Continent","Source","Reference","calib"
"34354","Beta-220924",810,40,"Human bone",NA,NA,NA,-69.3725,-20.520277,2,NA,NA,"Pica 8","Chile",NA,"South America","SCAR","Mauricio Uribe comunicacion personal","shcal20"
"34514","Beta-222172",1840,40,"Organic sediment",NA,NA,NA,-70.98975,-17.323528,2,NA,NA,"Conde High Terrace","Peru",NA,"South America","SCAR","Magilligan et al 2008","shcal20"
"34515","Beta-222173",2110,40,"Organic sediment",NA,NA,NA,-70.98975,-17.323528,2,NA,NA,"Conde High Terrace","Peru",NA,"South America","SCAR","Magilligan et al 2008","shcal20"
"34516","Beta-222174",4820,50,"Wood",NA,NA,NA,-70.88248,-17.171236,2,NA,NA,"Rio Muerto","Peru",NA,"South America","SCAR","Magilligan et al 2008","shcal20"
"34517","Beta-222175",250,50,"Wood",NA,NA,NA,-70.88248,-17.171236,2,NA,NA,"Rio Muerto","Peru",NA,"South America","SCAR","Magilligan et al 2008","shcal20"
"35090","Beta-226031",390,40,NA,NA,NA,NA,-70.253889,-22.550972,2,NA,NA,"Cobija 1 Norte","Chile",NA,"South America","SCAR","Garc�a-Albarido & Castro 2014","shcal20"
"35091","Beta-226032",330,40,NA,NA,NA,NA,-70.253889,-22.550972,2,NA,NA,"Cobija 1 Norte","Chile",NA,"South America","SCAR","Garc�a-Albarido & Castro 2014","shcal20"
"35092","Beta-226035",640,40,NA,NA,NA,NA,-70.253889,-22.550972,2,NA,NA,"Cobija 1 Norte","Chile",NA,"South America","SCAR","Garc�a-Albarido & Castro 2014","shcal20"
"35093","Beta-226036",690,40,NA,NA,NA,NA,-70.253889,-22.550972,2,NA,NA,"Cobija 1 Norte","Chile",NA,"South America","SCAR","Garc�a-Albarido & Castro 2014","shcal20"
"35150","Beta-226517",710,70,"Wood",NA,NA,NA,-70.260556,-19.192778,2,NA,NA,"Camarones 8","Chile",NA,"South America","SCAR","Catalan ms 2007","shcal20"
"35151","Beta-226518",550,40,"Wood",NA,NA,NA,-70.261944,-19.193611,2,NA,NA,"Camarones 9","Chile",NA,"South America","SCAR","Catalan ms 2007","shcal20"
"35152","Beta-226519",270,40,"Wood",NA,NA,NA,-70.261944,-19.193611,2,NA,NA,"Camarones 9","Chile",NA,"South America","SCAR","Catalan ms 2007","shcal20"
"35153","Beta-226520",300,70,"Wood",NA,NA,NA,-70.261944,-19.193611,2,NA,NA,"Camarones 9","Chile",NA,"South America","SCAR","Catalan ms 2007","shcal20"
"35182","Beta-226815",990,40,"Human hair & skinÃƒÂ�",NA,NA,NA,-70.170278,-18.521944,2,NA,NA,"Azapa 6","Chile",NA,"South America","SCAR","Arriaza 2007","shcal20"
"35183","Beta-226823",1080,40,"Human hairÃƒÂ�",NA,NA,NA,-70.325278,-18.491944,2,NA,NA,"Playa Miller 4","Chile",NA,"South America","SCAR","Arriaza 2007","shcal20"
"35184","Beta-226825",1110,40,"Human hairÃƒÂ�",NA,NA,NA,-70.325278,-18.491944,2,NA,NA,"Playa Miller 4","Chile",NA,"South America","SCAR","Arriaza 2007","shcal20"
"35185","Beta-226827",1000,40,"Human hair & skinÃƒÂ�",NA,NA,NA,-70.325278,-18.491944,2,NA,NA,"Playa Miller 8","Chile",NA,"South America","SCAR","Arriaza 2007","shcal20"
"35235","Beta-227235",6550,50,"Charcoal",NA,NA,NA,-70.273056,-19.183056,2,NA,NA,"Camarones Pta Norte","Chile",NA,"South America","SCAR","Santoro et al Ms  2006","shcal20"
"35236","Beta-227236",5910,50,"Charcoal",NA,NA,NA,-70.273056,-19.183056,2,NA,NA,"Camarones Pta Norte","Chile",NA,"South America","SCAR","Santoro et al Ms.  2006","shcal20"
"35237","Beta-227237",5650,70,"Charcoal",NA,NA,NA,-70.273056,-19.183056,2,NA,NA,"Camarones Pta Norte","Chile",NA,"South America","SCAR","Santoro et al Ms.  2006","shcal20"
"35238","Beta-227238",5320,50,"Charcoal",NA,NA,NA,-70.273056,-19.183056,2,NA,NA,"Camarones Pta Norte","Chile",NA,"South America","SCAR","Santoro et al Ms 2006","shcal20"
"35288","Beta-227580",930,40,"Charred material",NA,NA,NA,-68.646064,-19.256114,2,NA,NA,"Pukarqollu","Chile",NA,"South America","SCAR","Mendez y Uribe 2010  50  Mauricio Uribe comunicacion personal 22 12 201","shcal20"
"35289","Beta-227581",910,60,"Charred material",NA,NA,NA,-68.646064,-19.256114,2,NA,NA,"Pukarqollu","Chile",NA,"South America","SCAR","Mendez y Uribe 2010  50  Mauricio Uribe comunicacion personal 22 12 201","shcal20"
"35407","Beta-22845",970,50,"Charcoal",NA,NA,NA,-70.97007,-17.212971,2,NA,NA,"La Yaral","Peru",NA,"South America","SCAR","Stanish y Rice 1989","shcal20"
"35408","Beta-22846",790,50,"Charcoal",NA,NA,NA,-70.97007,-17.212971,2,NA,NA,"La Yaral","Peru",NA,"South America","SCAR","Stanish y Rice 1989","shcal20"
"36225","Beta-23363",7860,110,"charcoal",NA,NA,NA,-70.633,-17.1,1,NA,NA,"Asana","Peru",NA,"South America","Pratesetal2020; SCAR","Aldenderfer M. S. (1998). Montane foragers: Asana and the South-Central Andean Archaic. Iowa City: University of Iowa Press.","shcal20"
"36226","Beta-23364",3640,80,"Charcoal",NA,NA,NA,-70.633,-17.1,2,NA,NA,"Asana","Peru",NA,"South America","SCAR","Aldenderfer 1990","shcal20"
"36265","Beta-233982",670,40,"Wood",NA,NA,NA,-70.88248,-17.171236,2,NA,NA,"Rio Muerto","Peru",NA,"South America","SCAR","Magilligan et al 2008","shcal20"
"36266","Beta-233983",2130,40,"Wood",NA,NA,NA,-70.88248,-17.171236,2,NA,NA,"Rio Muerto","Peru",NA,"South America","SCAR","Magilligan et al 2008","shcal20"
"36267","Beta-23401",2700,80,"Human soft tissue",NA,NA,NA,-70.318359,-18.484122,2,NA,NA,"Morro 2/2","Chile",NA,"South America","SCAR","Focacci y Chacon 1989","shcal20"
"36268","Beta-23402",2770,80,"Human soft tissue",NA,NA,NA,-70.318359,-18.484122,2,NA,NA,"Morro 2/2","Chile",NA,"South America","SCAR","Focacci y Chacon 1989","shcal20"
"36269","Beta-23403",2750,80,"Human soft tissue",NA,NA,NA,-70.318359,-18.484122,2,NA,NA,"Morro 2/2","Chile",NA,"South America","SCAR","Focacci y Chacon 1989","shcal20"
"36379","Beta-234464",470,40,"Charcoal",NA,NA,NA,-70.212943,-18.406525,2,NA,NA,"Lluta 13","Chile",NA,"South America","SCAR","Santoro et al 2011","shcal20"
"36760","Beta-236883",640,40,"Wood",NA,NA,NA,-70.88248,-17.171236,2,NA,NA,"Rio Muerto","Peru",NA,"South America","SCAR","Magilligan et al 2008","shcal20"
"37032","Beta-238852",8440,80,"Charcoal",NA,NA,NA,-69.694444,-18.140556,2,NA,NA,"Patapatane 1","Chile",NA,"South America","SCAR","Santoro et al 2011","shcal20"
"37033","Beta-238853",7010,40,"charcoal",NA,NA,NA,-69.736388,-17.973667,1,NA,NA,"Patapatane","Chile",NA,"South America","Goldberg_2016; Pratesetal2020","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"37034","Beta-238855",1890,50,"Charcoal",NA,NA,NA,-69.694444,-18.140556,2,NA,NA,"Patapatane 1","Chile",NA,"South America","SCAR","Santoro et al 2011","shcal20"
"37071","Beta-23910",2760,90,"Charcoal",NA,NA,NA,-74.38,-15.29,2,NA,NA,"Hacha","Peru",NA,"South America","SCAR","Andes 14C database","shcal20"
"37072","Beta-23911",2820,90,"Charcoal",NA,NA,NA,-74.38,-15.29,2,NA,NA,"Hacha","Peru",NA,"South America","SCAR","Andes 14C database","shcal20"
"37075","Beta-23912",3150,80,"Wood",NA,NA,NA,-74.38,-15.29,2,NA,NA,"Hacha","Peru",NA,"South America","SCAR","Andes 14C database","shcal20"
"37166","Beta-239855",650,40,"Charcoal",NA,NA,NA,-68.843889,-21.925556,2,NA,NA,"El Abra","Chile",NA,"South America","SCAR","Salazar et al. 2013","shcal20"
"37332","Beta-240512",2530,60,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"37822","Beta-24354",2390,60,"charcoal",NA,NA,NA,-68.815266,-19.236819,1,NA,NA,"Chapicollo 1","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"37824","Beta-24356",2630,50,"Charcoal",NA,NA,NA,-69.659722,-18.434139,2,NA,NA,"Pampa El Muerto 15","Chile",NA,"South America","SCAR","Osorio et al 2016","shcal20"
"38086","Beta-24627",8080,110,"charcoal",NA,NA,NA,-70.633,-17.1,1,NA,NA,"Asana","Peru",NA,"South America","Pratesetal2020; SCAR","Aldenderfer M. S. (1998). Montane foragers: Asana and the South-Central Andean Archaic. Iowa City: University of Iowa Press.","shcal20"
"38092","Beta-24629",6550,110,"Charcoal",NA,NA,NA,-70.633,-17.1,2,NA,NA,"Asana","Peru",NA,"South America","SCAR","Aldenderfer 1988","shcal20"
"38101","Beta-24630",8790,170,"charcoal",NA,NA,NA,-70.633,-17.1,1,NA,NA,"Asana","Peru",NA,"South America","Pratesetal2020; SCAR","Aldenderfer M. S. (1998). Montane foragers: Asana and the South-Central Andean Archaic. Iowa City: University of Iowa Press.","shcal20"
"38103","Beta-24631",4580,120,"Charcoal",NA,NA,NA,-70.633,-17.1,2,NA,NA,"Asana","Peru",NA,"South America","SCAR","Aldenderfer 1990","shcal20"
"38108","Beta-24632",4610,60,"Charcoal",NA,NA,NA,-70.633,-17.1,2,NA,NA,"Asana","Peru",NA,"South America","SCAR","Aldenderfer 1990","shcal20"
"38109","Beta-24633",7100,70,"charcoal",NA,NA,NA,-70.633,-17.1,1,NA,NA,"Asana","Peru",NA,"South America","Pratesetal2020; SCAR","Aldenderfer M. S. (1998). Montane foragers: Asana and the South-Central Andean Archaic. Iowa City: University of Iowa Press.","shcal20"
"38110","Beta-24634",6040,90,"Charcoal",NA,NA,NA,-70.633,-17.1,2,NA,NA,"Asana","Peru",NA,"South America","SCAR","Aldenderfer 1988","shcal20"
"38136","Beta-246690",2110,40,"Human soft tissue",NA,NA,NA,-70.547093,-23.481589,2,NA,NA,"Cerro Moreno","Chile",NA,"South America","SCAR","Standen et al 2010","shcal20"
"38141","Beta-246700",830,40,"Charcoal",NA,NA,NA,-69.82018,-18.464337,2,NA,NA,"Cardones-1","Chile",NA,"South America","SCAR","Santoro et al 2011","shcal20"
"38447","Beta-247417",2080,40,"Plant fragments",NA,NA,NA,-69.168639,-22.473056,2,NA,NA,"San Salvador","Chile",NA,"South America","SCAR","Pestle et al 2015","shcal20"
"38448","Beta-247418",2330,40,"Plant fragments",NA,NA,NA,-69.168639,-22.473056,2,NA,NA,"San Salvador","Chile",NA,"South America","SCAR","Pestle et al 2015","shcal20"
"38496","Beta-247640",600,40,NA,NA,NA,NA,-70.251528,-22.543611,2,NA,NA,"Cobija 24","Chile",NA,"South America","SCAR","Garc�a-Albarido & Castro 2014","shcal20"
"38497","Beta-247641",830,40,NA,NA,NA,NA,-70.251528,-22.543611,2,NA,NA,"Cobija 24","Chile",NA,"South America","SCAR","Garc�a-Albarido & Castro 2014","shcal20"
"38818","Beta-25049",6850,70,"Charcoal",NA,NA,NA,-70.633,-17.1,2,NA,NA,"Asana","Peru",NA,"South America","SCAR","Aldenderfer 1988","shcal20"
"39010","Beta-251623",5680,40,"Charcoal",NA,NA,NA,-70.273056,-19.183056,2,NA,NA,"Camarones Pta Norte","Chile",NA,"South America","SCAR","Rivadeneira- Marquet & Santoro","shcal20"
"39011","Beta-251624",6390,40,"Charcoal",NA,NA,NA,-70.273056,-19.183056,2,NA,NA,"Camarones Pta Norte","Chile",NA,"South America","SCAR","Rivadeneira- Marquet & Santoro","shcal20"
"39012","Beta-251625",6900,50,"Charcoal",NA,NA,NA,-70.273056,-19.183056,2,NA,NA,"Camarones Pta Norte","Chile",NA,"South America","SCAR","Rivadeneira- Marquet & Santoro","shcal20"
"39013","Beta-251627",1960,60,"Charcoal",NA,NA,NA,-70.334806,-18.754722,2,NA,NA,"Caleta Vitor 2","Chile",NA,"South America","SCAR","Rivadeneira- Marquet & Santoro","shcal20"
"39030","Beta-251745",1600,40,"Human bone",NA,"-15.9",NA,-68.217658,-22.939514,2,NA,NA,"Sequitor Alambrado","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39031","Beta-251746",1680,40,"Human bone",NA,"-17.5",NA,-68.217658,-22.939514,2,NA,NA,"Sequitor Alambrado","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39032","Beta-251747",1220,40,"Human bone",NA,"-13.8",NA,-68.216722,-22.856389,2,NA,NA,"Catarpe 2","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39033","Beta-251748",1030,40,"Human bone",NA,"-12.3",NA,-68.216722,-22.856389,2,NA,NA,"Catarpe 2","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39034","Beta-251749",770,40,"Human bone",NA,"-12.5",NA,-68.216722,-22.856389,2,NA,NA,"Catarpe 2","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39035","Beta-251750",750,40,"Human bone",NA,"-9.2",NA,-68.216722,-22.856389,2,NA,NA,"Catarpe 2","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39036","Beta-251751",1520,40,"Human bone",NA,"-15.3",NA,-68.207222,-22.905833,2,NA,NA,"Quitor 2","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39037","Beta-251752",1310,40,"Human bone",NA,"-13.6",NA,-68.207222,-22.905833,2,NA,NA,"Quitor 2","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39038","Beta-251753",1510,40,"Human bone",NA,"-17.3",NA,-68.206389,-22.908333,2,NA,NA,"Quitor 8","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39039","Beta-251754",1450,40,"Human bone",NA,"-16.4",NA,-68.206389,-22.908333,2,NA,NA,"Quitor 8","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39040","Beta-251755",920,40,"Human bone",NA,"-11.7",NA,-68.209896,-22.921305,2,NA,NA,"Yaye","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39041","Beta-251756",1100,40,"Human bone",NA,"-13.9",NA,-68.209896,-22.921305,2,NA,NA,"Yaye","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39042","Beta-251757",1300,40,"Human bone",NA,"-12.6",NA,-68.209896,-22.921305,2,NA,NA,"Yaye","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39043","Beta-251758",1040,40,"Human bone",NA,"-13.2",NA,-68.209896,-22.921305,2,NA,NA,"Yaye","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39044","Beta-251759",1180,40,"Human bone",NA,"-15",NA,-68.209896,-22.921305,2,NA,NA,"Yaye","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39045","Beta-251760",1170,40,"Human bone",NA,"-11",NA,-68.209896,-22.921305,2,NA,NA,"Yaye","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"39289","Beta-25384",1610,70,"Charcoal",NA,NA,NA,-71.383925,-17.414718,2,NA,NA,"Wawakiki","Peru",NA,"South America","SCAR","Stanish y Rice 1989","shcal20"
"39483","Beta-25506",3030,70,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez 2000","shcal20"
"39493","Beta-25508",3140,70,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-85","Chile",NA,"South America","SCAR","Nunez 2000","shcal20"
"39500","Beta-255108",3500,60,"Charcoal",NA,NA,NA,-70.192309,-22.070321,2,NA,NA,"Mamilla 7","Chile",NA,"South America","SCAR","Salazar et al 2011","shcal20"
"39532","Beta-25535",8190,120,"charcoal",NA,NA,NA,-67.807618,-23.790371,2,NA,NA,"Tulan 67","Chile",NA,"South America","Goldberg_2016","Nunez et al 2002","shcal20"
"39533","Beta-25536",8590,130,"Charcoal",NA,NA,NA,-68.105007,-23.035387,2,NA,NA,"Tambillo-1","Chile",NA,"South America","SCAR","Nunez y Santoro 1988","shcal20"
"39579","Beta-255686",930,50,"Wood",NA,NA,NA,-70.192309,-22.070321,2,NA,NA,"Mamilla 7","Chile",NA,"South America","SCAR","Salazar et al 2011","shcal20"
"39740","Beta-256616",810,50,"Wood",NA,NA,NA,-70.164142,-20.426955,2,NA,NA,"Los Verdes 1E1U","Chile",NA,"South America","SCAR","Uribe et al 2012","shcal20"
"39741","Beta-256617",600,50,"Maize",NA,NA,NA,-70.14078,-20.879141,2,NA,NA,"Pabellon de Pica 1E1U","Chile",NA,"South America","SCAR","Uribe et al 2012","shcal20"
"39742","Beta-256618",1320,40,"Charred material",NA,NA,NA,-70.130122,-21.126075,2,NA,NA,"Chomache","Chile",NA,"South America","SCAR","Uribe et al 2012","shcal20"
"39743","Beta-256619",750,40,"Plant material",NA,NA,NA,-70.130122,-21.126075,2,NA,NA,"Chomache","Chile",NA,"South America","SCAR","Uribe et al 2012","shcal20"
"39744","Beta-256620",1590,40,"Charred material",NA,NA,NA,-70.225,-22.174722,2,NA,NA,"Punta Blanca 1E2U","Chile",NA,"South America","SCAR","Uribe et al 2012","shcal20"
"39745","Beta-256623",1520,40,"Charred material",NA,NA,NA,-70.225,-22.174722,2,NA,NA,"Punta Blanca 1E2U","Chile",NA,"South America","SCAR","Uribe et al 2012","shcal20"
"40239","Beta-259693",2120,30,"Textile",NA,NA,NA,-68.848113,-22.458692,2,NA,NA,"Topater","Chile",NA,"South America","SCAR","Neidig Steven D. and Vickie Clay 2011: Archaeological Data Recovery at 26Wa8451 (CrNV-03-5806) for the NV Energy 105 Rebuild Project Washoe County Nevada. FWARG.","shcal20"
"40311","Beta-26021",2890,120,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-94","Chile",NA,"South America","SCAR","Gilsen 2000 p.c. 2001; Oetting 1994b","shcal20"
"40825","Beta-263467",1050,40,"Human bone",NA,"-13.8",NA,-68.207222,-22.903611,2,NA,NA,"Quitor 6","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"40826","Beta-263468",1290,40,"Human bone",NA,"-15.6",NA,-68.207222,-22.903611,2,NA,NA,"Quitor 6","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"40827","Beta-263469",1180,40,"Human bone",NA,"-12.5",NA,-68.207222,-22.903611,2,NA,NA,"Quitor 6","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"40828","Beta-263470",1490,40,"Human bone",NA,"-16.9",NA,-68.207222,-22.903611,2,NA,NA,"Quitor 6","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"40829","Beta-263471",1430,40,"Human bone",NA,"-15.2",NA,-68.217658,-22.939514,2,NA,NA,"Sequitor Alambrado","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"40830","Beta-263472",1680,40,"Human bone",NA,"-15.9",NA,-68.217658,-22.939514,2,NA,NA,"Sequitor Alambrado","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"40831","Beta-263473",1090,40,"Human bone",NA,NA,NA,-68.209444,-22.935778,2,NA,NA,"Tchecar Tumulo Sur","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"40832","Beta-263474",960,40,"Human bone",NA,NA,NA,-68.209444,-22.935778,2,NA,NA,"Tchecar Tumulo Sur","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"40833","Beta-263475",1240,40,"Human bone",NA,NA,NA,-68.209444,-22.935778,2,NA,NA,"Tchecar Tumulo Sur","Chile",NA,"South America","SCAR","HALBIRT AND HENDERSON 1993","shcal20"
"41276","Beta-269050",350,40,"Grain of wheat",NA,NA,NA,-69.504838,-19.924569,2,NA,NA,"Tarapaca Viejo","Chile",NA,"South America","SCAR","Zori & Urbina 2014","shcal20"
"41277","Beta-269052",350,40,"Kernel of Corn",NA,NA,NA,-69.504838,-19.924569,2,NA,NA,"Tarapaca Viejo","Chile",NA,"South America","SCAR",NA,"shcal20"
"41724","Beta-27413",4760,90,"Charcoal",NA,NA,NA,-70.633,-17.1,2,NA,NA,"Asana","Peru",NA,"South America","SCAR","Aldenderfer 1990","shcal20"
"41725","Beta-27414",4640,230,"Charcoal",NA,NA,NA,-70.633,-17.1,2,NA,NA,"Asana","Peru",NA,"South America","SCAR","Aldenderfer 1990","shcal20"
"41726","Beta-27415",4330,130,"Charcoal",NA,NA,NA,-70.633,-17.1,2,NA,NA,"Asana","Peru",NA,"South America","SCAR","Wise et al 1994","shcal20"
"41727","Beta-27416",4620,100,"Charcoal",NA,NA,NA,-71.362696,-17.54757,2,NA,NA,"Kilometro 4","Peru",NA,"South America","SCAR","Oliveira & Viana 2000","shcal20"
"41940","Beta-27617",3380,60,"Charcoal",NA,NA,NA,-71.383925,-17.414718,2,NA,NA,"Wawakiki","Peru",NA,"South America","SCAR",NA,"shcal20"
"42807","Beta-286650",3340,30,"Plant fiber fiber mat",NA,NA,NA,-70.327776,-18.537397,2,NA,NA,"La Capilla 1","Chile",NA,"South America","SCAR","Corval�n 2011","shcal20"
"42829","Beta-287255",830,40,"Wood",NA,NA,NA,-68.832222,-21.919278,2,NA,NA,"Cerro Turquesa","Chile",NA,"South America","SCAR","Rios-Garaizar J.   OXFORD JOURNAL OF ARCHAEOLOGY 34(4) 321��O341 2015","shcal20"
"43350","Beta-293923",620,30,"Human bone",NA,"-12.7",NA,-68.216722,-22.856389,2,NA,NA,"Catarpe 1","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"43351","Beta-293924",1280,30,"Human bone",NA,"-10.7",NA,-68.19694,-22.936111,2,NA,NA,"Solor  Vilama 3","Chile",NA,"South America","SCAR","Torres-Rouff and Hubbe 2012","shcal20"
"43352","Beta-293928",1190,30,"Human bone",NA,NA,NA,-68.209444,-22.935778,2,NA,NA,"Tchecar Tumulo Sur","Chile",NA,"South America","SCAR","WAS","shcal20"
"43394","Beta-294694",1690,40,"Charcoal",NA,NA,NA,-69.560873,-19.978697,2,NA,NA,"Caserones 433","Chile",NA,"South America","SCAR","Uribe et al 2012","shcal20"
"43395","Beta-294695",1880,50,"Charcoal",NA,NA,NA,-69.560873,-19.978697,2,NA,NA,"Caserones 61","Chile",NA,"South America","SCAR","Uribe et al 2012","shcal20"
"43396","Beta-294699",1640,30,"Wood",NA,NA,NA,-69.568342,-19.976233,2,NA,NA,"Pircas 198","Chile",NA,"South America","SCAR","Deaver 1983b","shcal20"
